,longitude,latitude,insertDate,uploader,firstLevelid,sheetName,filepath,province,city,country,village,street,oldProvince,oldCity,oldCountry,oldVillage,oldStreet,eastlongitude,northlatitude,population,nation,minorityInfo,dialectInfo,operaInfo,source,degree,area,slice,slices
12267,110.65,34.7,,,12267,,山西/芮城需交文件电子版/模板表/其他/概况.xls,山西,运城市,芮城县,古魏镇,北关村,,,,,,,,约38万人,以汉族为主，约37万人；5个少数民族，回族、满族、蒙古族、藏族和苗族，总人口约300人。,有，分别为回族、满族、蒙古族、藏族和苗族5种，其中回族人口最多，约270余人，主要集中在学张乡高埝村、古魏镇西关村。,芮城话，内部根据口音的细微差别可以大致分为东中西三片，①东卢、麦南以东，大王、风陵渡以西，儿化少；以学张、古魏、南卫为代表的中部，儿化十分丰富。②个别字读音，东中西不尽相同，如“窄”西边读[tsei53]，中部和东边都读[tʂa53]；“来”西边读[lei13]，中部和东边都读[lai13]；“冷”西边读[liɛ53]，中部和东边都读[lia53]；③东边有z声母，且例字较多。如“锣”，中部读[luo13]，东边读[zuo13]，“笼”中部读[luəŋ53]，东边读[zuəŋ53]。,有，①蒲剧；②线腔。,yubao,common,,,
12263,113.343386598627,35.6907438979186,,,12263,,山西/陵川需交文件电子版/模板表/其他/概况.xls,山西,晋城,陵川,崇文,南关,,,,,,,,29.1万,汉族28.9万人；回族1800人；蒙古族200人。,（无）,1.城关话：分布在陵川县崇文镇、潞城镇，使用人口约10.4万人，为本地普遍通用的方言。2.平城话：主要分布在陵川县平城镇，使用人口2.4万多。3.附城、西河底的话：分布在陵川县西部的附城镇和西河底镇，其与晋城市距离较近，口音偏向于晋城话，使用人口约5.7万。4.礼义话：分布在陵川县西北部的礼义镇和杨村镇，使用人口约4.7万。5.古郊、六泉话:分布在陵川县东部的古郊、六泉乡，使用人口约3万。6.马圪当、夺火话:分布在陵川县南部的马圪当乡和夺火乡，其与河南辉县、林县等地接壤，口音带有河南腔，使用人口约1.5万。7.秦家庄话:分布在陵川县西北部的秦家庄乡，由于居民多为河南迁移人口，所以带有一定的河南口音，复杂多变，使用人口为1.4万。以上各片的话，现在都受到普通话的强烈影响，变化较快，正在逐步向普通话靠拢。,主要是上党落子和钢板鼓书。,yubao,common,,,
12268,112.218988466734,39.0970695294222,,,12268,,山西/神池需交文件电子版/模板表/其他/概况.xls,山西,忻州市,神池县,龙泉镇,新城街居委会,,,,,,,,10万,汉族10万（2011年）,（无）,县西部贺职乡大部分村庄接近五寨方言；西北部红崖子、长畛等部分村庄接近偏关方言；东南部靠近宁武，接近宁武方言；北部烈堡乡、东部小寨村部分村庄接近平鲁、朔州方言。因毗邻方言皆属晋语五台片，故全县方言语音及语法方面的分歧不大，仅个别词的说法不同，方言内部比较一致。,神池道情,yubao,common,,,
12273,111.61666666666666,36.38333333333333,,,12273,,山西/赵城需交文件电子版/模板表/其他/概况.xls,山西,临汾市,洪洞县,赵城镇,侯村,,,,,,,,约8万,汉族,（无）,赵城话，分布在赵城镇各乡村，使用人口约8万，为本地普遍通用的方言，近年来变化较快，正在向普通话靠拢。洪洞方言按口音可分为四个方言片，即洪洞河东片、洪洞河西片、赵城河东片、赵城河西片。赵城镇侯村话属于赵城河东话，主要分布在以赵城镇为中心方圆约15公里以内。本手册统一称赵城河东片话为赵城镇话。,洪洞道腔，主要流行于洪洞、赵城一带。,yubao,common,,,
12271,112.637014,38.069215,,,12271,,山西/阳曲需交文件电子版/模板表/其他/概况.xls,山西,太原,阳曲,黄寨镇,黄寨村,,,,,,,,26万,蒙古族24人，满族32人，回族9人，壮族3人，瑶族1人，共69人,（无）,（无）,（无）,yubao,common,,,
12261,113.112304623432,39.7935708360324,,,12261,,山西/怀仁需交文件电子版/模板表/其他/概况.xls,山西,朔州,怀仁,云中镇,（无）,,,,,,,,33.2万,汉族、回族、壮族、满族、藏族、俄罗斯族、鄂伦春族、维吾尔族。,（无）,怀仁话，分布在怀仁县各乡镇，使用人口30多万。受邻近其他县或乡镇的影响，怀仁县方言内部差异大。青年人语音现象与普通话接近。,主要是道情和耍孩儿,yubao,common,,,
12265,112.42652777777778,37.26819444444445,,,12265,,山西/祁县需交文件电子版/模板表/其他/概况.xls,山西,（无）,祁县,昭馀镇；城关,北谷丰村,,,,,,,,总人口26万人（2004年）,全县人口26万；全县共有6个民族，汉族人口占总人口的99.98%；满族36人；回族27人；蒙古族11人；苗族1人；侗族1人。少数民族散居在城镇、东观、古县、城赵、峪口、城关、西六支等7个乡镇。,（无）,"祁县方言属于晋语并州片。全县语音基本一致，各乡镇语音略有差异。差异主要是大片区、小片区之间的差别，大小片区的区分大致以昌源河为界，昌源河的西南部为大片区，以昭馀话、古县话为代表；昌源河的东北部为小片区，以东观话、贾令话为代表。
     大片区与小片区的主要区别：
     （一）蟹摄开口三四等字、止摄开口三等字大片区韵母读为[ɿ][ʅ]，声母相应为[ts tsh s]，小片区韵母读为[i]，声母相应读为[tɕ tɕh ɕ]。如：米[mɿ]大—[mi]小  梯[thɿ]大—[thi]小  挤[tsɿ]大—[tɕi]小  妻[tshɿ]大—[tɕhi]小  洗[sɿ]大—[ɕi]小   皮[phɿ]大—[phi]小  
    （二）大片区的儿尾词没有小片区的儿尾词多，如“裤”，大片区为“裤子”，小片区为“裤儿”。
     祁县方言[tʂ]类声母分布内部差异较大，小片区东观话、贾令话无[tʂ tʂh ʂ]，均读为[ts tsh s]。大片区大部分地区只有[ts tsh s]；但城赵镇话中古知、照系字都读[tʂ tʂh ʂ]，并且有些精组字也读为[tʂ tʂh ʂ]；古县镇、昭馀镇有的村庄（北谷丰村、南谷丰）有[tʂ tʂh ʂ]和[ts tsh s]。近年来祁县话受普通话影响较大，青年人语音已经逐步向普通话靠拢。",主要是晋剧、祁太秧歌。普通百姓大都能哼唱祁太秧歌。表演祁太秧歌时使用地方普通话；晋剧使用普通话演出。,yubao,common,,,
12262,114.21666666666667,39.575,,,12262,,山西/灵丘需交文件电子版/模板表/其他/概况.xls,山西,大同市,灵丘县,武灵镇,灵源村,,,,,,,,234004,汉族195106；少数民族有满族21人、彝族5人、土家族1人、壮族1人、回族18人、蒙古族8人、朝鲜族2人，总人数56人。,（无）,灵丘县话，分布在武灵镇、东河南各乡镇，使用人口23万多，为本地普遍通用的方言，近年来变化较快，正在向普通话靠拢。,主要是罗罗腔、耍孩儿、秧歌、道情等,yubao,common,,,
12275,112.730596952542,40.0293222862962,,,12275,,山西/左云需交文件电子版/模板表/其他/概况.xls,山西,大同市,左云,云兴镇,（无）,,,,,,,,15万,汉族约十四万九千人；满族；蒙族、畲族、回族、朝鲜族、苗族、彝族、壮族、布依族、瑶族、锡伯族等11个民族人口总计约一千人。,（无）,左云话，分布在左云各乡镇，使用人口约15万，为本地普遍通用的方言。县西南小京庄乡，地近山阴，语音较杂，接近山阴话，与县城话差别较大。南部、东南部马道头乡、水窑乡接近怀仁话。北部三屯乡、管家堡乡沿长城一带说话与内蒙凉城话接近，与县城话差别不大。近年来机关公务人员推广使用普通话，但日常用语仍为左云话。,主要有二人台、晋剧、耍孩儿。,yubao,common,,,
12266,112.68333333333334,36.70833333333333,,,12266,,山西/沁县需交文件电子版/模板表/其他/概况.xls,山西,长治市,沁县,定昌镇,（无）,,,,,,,,17万,汉族，17万,（无）,沁县内部大致分四片：①城关片，主要包括定昌镇、故县镇、册村镇、郭村镇、漳源镇、段柳乡和南里乡；②东南片，与襄垣交界，主要包括次村乡、杨安乡、南泉乡部分地区和新店镇；③东北片，与武乡接壤，主要包括松村乡、牛寺乡大部分地区；④西北片，与平遥接壤，主要包括牛寺乡的西汤部分地区。,沁州三弦书、沁州秧歌、上党梆子和上党落子等。,yubao,common,,,
12260,113.00833333333333,38.5,,,12260,,山西/定襄需交文件电子版/模板表/其他/概况.xls,山西,忻州市,定襄,晋昌镇,晋昌居委会,,,,,,,,22万,汉族,（无）,根据本地人语感，定襄方言大致可分为五大类，东部为一类，主要以宏道、河边为代表，其具有五台方言的特征，声母中没有[tʂ、tʂh、ʂ、ʐ]四个声母；南部位一类，以东霍、西霍、中霍为代表，该地没有[ɤ]韵，[ɤ]字一律读为[ɔ]韵；西部为一类，主要以智村、兰台为代表，口音接近忻州，有[ɛ、iɛ、uɛ、yɛ]韵母；北面为一类，以季庄、受禄为代表，没有入声韵[aʔ、iaʔ、uaʔ]；城关话为一类。,（无）,yubao,common,,,
12264,112.34225,38.990215,,,12264,,山西/宁武需交文件电子版/模板表/其他/概况.xls,山西,忻州,宁武,凤凰镇,（无）,,,,,,,,16万,汉族164033；满族32；回族39；蒙古族13；壮族10；维吾尔族3。,（无）,宁武方言使用人口约16万，分四个区：一区，以凤凰镇（原城关镇）为代表点，包括阳方口、薛家洼、盘道梁、下白泉、余庄、东庄。二区，以宁化乡为代表点，包括化北屯、西马坊、新堡、石家庄。语音的显著特点是[ts]与[tɕ]不分，[tsh]与[tɕh]不分。三区，以东寨乡为代表点，包括马仑、大庙、岔上，语音的显著特点是[t]与[tɕ]不分。四区，以东马坊为代表点，包括圪嶛、怀道、辉顺沟。语音受原平话影响大。,主要有晋剧的北路梆子、中路梆子，此外还有宁武道情、秧歌、赛戏、二人台等。,yubao,common,,,
12269,113.11666666666667,37.80833333333334,,,12269,,山西/寿阳需交文件电子版/模板表/其他/概况.xls,山西,晋中市,寿阳县,朝阳镇,西关居委会,,,,,,,,2120222（2012年统计资料）,,无,山西方言；使用人口21万2千；逐渐向普通话靠拢。,山西梆子,yubao,common,,,
12272,111.84166666666667,35.325,,,12272,,山西/垣曲需交文件电子版/模板表/其他/概况.xls,山西,运城市,垣曲县,新城镇,刘张村,,,,,,,,2012年人口抽样调查显示，辖区共有86698户，户籍总人口为233835人。,汉族,（无）,"垣曲县地处山西省南端，周围群山环绕，境内沟壑纵横，下辖5个镇、12个乡(此为旧的行政划分。)垣曲方言内部根据语音差异大致可分为三个区:新城镇、望仙乡、皋落乡及毛家湾镇为一区，其梗摄部分入声字韵母读为[ei]，如“百、白、买”读为[pei][phei][mei],遇摄、止摄、臻摄三等韵和假摄、山摄二等韵的部分舒声字声母，在垣曲大部分地区读为[ʂ],在新城读为[f],如水[fu]、睡[fu]、耍[fa]、栓[fæ̃] 、唇[fə̃]、床[fɤ] ；古城镇、解峪乡、安窝乡、王茅镇、长直乡、华峰乡、陈堡乡、谭家乡、同善镇、及历山乡大部为一区，其梗摄部分入声字韵母读为[ie]，如“百、白、买”读为[pie][phie][mie];英言乡、蒲掌乡及窑头乡为一区，这三个乡镇原属河南济源，建国后划归垣曲，至今方言中还保留有许多济源方言的特征，韵母[ə̃、uə̃]一般读作[uei、ei]，如:根[kei]、本[pei]、笨[phei]、滚[kuei] ,坤[khuei]、魂[xuei]。","垣曲镲是山西省垣曲县独有的一种汉族曲艺形式，类似快板，采用地方方言，多为即兴表演，语言流畅押韵，朗朗上口，段落中加以锣鼓、镲助兴，俗称""打镲""。它是垣曲这片古老土地上土生土长的乡土文化，因其内容丰富，风趣幽默，形式活泼，短小精悍，人民群众喜闻乐见，广为流传。其内容多为汉族民间笑话、生活趣事、传说故事等，有的就是在人民群众身边发生的故事，在大家身边活着的人物，是真实的乡事，真诚的乡情，真切的乡音。垣曲镲之所以千百年来在舜乡大地上生生不息，大概就缘于斯。",yubao,common,,,
