cid,CCR,zhongguoyuyan,simplified,traditional,character
15387,,,狁,狁,狁
15388,,,狉,狉,狉
15389,,,狊,狊,狊
15390,,,狋,狋,狋
15391,,,狌,狌,狌
15392,,,狍,狍,狍
15393,,,狑,狑,狑
15394,,,狓,狓,狓
15395,,,狔,狔,狔
15396,,,狕,狕,狕
15397,,,狖,狖,狖
15398,,,狘,狘,狘
15399,,,狚,狚,狚
15400,,,狝,獮,獮
15401,,,狟,狟,狟
15402,,,狠,狠,狠
15403,,,狢,狢,狢
15404,,,狣,狣,狣
15405,,,狤,狤,狤
15406,,,狦,狦,狦
15407,,,狧,狧,狧
15408,,,狫,狫,狫
15409,,,狯,獪,獪
15410,,,狴,狴,狴
15411,,,狵,狵,狵
15412,,,狶,狶,狶
15413,,,狷,狷,狷
15414,,,狻,狻,狻
15415,,,狾,狾,狾
15416,,,狿,狿,狿
15417,,,猁,猁,猁
15418,,,猂,猂,猂
15419,,,猃,獫,獫
15420,,,猄,猄,猄
15421,,,猆,猆,猆
15422,,,猇,猇,猇
15423,,,猈,猈,猈
15424,,,猋,猋,猋
15425,,,猍,猍,猍
15426,,,猎,猎,猎
15427,,,猏,猏,猏
15428,,,猑,猑,猑
15429,,,猓,猓,猓
15430,,,猔,猔,猔
15431,,,猗,猗,猗
15432,,,猘,猘,猘
15433,,,猚,猚,猚
15434,,,猞,猞,猞
15435,,,猡,玀,玀
15436,,,猣,猣,猣
15437,,,猤,猤,猤
15438,,,猦,猦,猦
15439,,,猧,猧,猧
15440,,,猬,猬,猬
15441,,,猭,猭,猭
15442,,,猯,猯,猯
15443,,,猰,猰,猰
15444,,,猲,猲,猲
15445,,,猳,猳,猳
15446,,,猵,猵,猵
15447,,,猸,猸,猸
15448,,,猹,猹,猹
15449,,,猺,猺,猺
15450,,,猼,猼,猼
15451,,,猽,猽,猽
15452,,,獀,獀,獀
15453,,,獂,獂,獂
15454,,,獆,獆,獆
15455,,,獈,獈,獈
15456,,,獌,獌,獌
15457,,,獍,獍,獍
15458,,,獑,獑,獑
15459,,,獒,獒,獒
15460,,,獔,獔,獔
15461,,,獕,獕,獕
15462,,,獗,獗,獗
15463,,,獘,獘,獘
15464,,,獚,獚,獚
15465,,,獛,獛,獛
15466,,,獜,獜,獜
15467,,,獝,獝,獝
15468,,,獞,獞,獞
15469,,,獟,獟,獟
15470,,,獡,獡,獡
15471,,,獢,獢,獢
15472,,,獥,獥,獥
15473,,,獦,獦,獦
15474,,,獧,獧,獧
15475,,,獬,獬,獬
15476,,,獯,獯,獯
15477,,,獳,獳,獳
15478,,,獴,獴,獴
15479,,,獶,獶,獶
15480,,,獹,獹,獹
15481,,,獽,獽,獽
15482,,,獿,獿,獿
15483,,,玂,玂,玂
15484,,,玃,玃,玃
15485,,,玈,玈,玈
15486,,,玊,玊,玊
15487,,,玍,玍,玍
15488,,,玏,玏,玏
15489,,,玐,玐,玐
15490,,,玒,玒,玒
15491,,,玓,玓,玓
15492,,,玔,玔,玔
15493,,,玕,玕,玕
15494,,,玗,玗,玗
15495,,,玘,玘,玘
15496,,,玙,璵,璵
15497,,,玚,瑒,瑒
15498,,,玛,瑪,瑪
15499,,,玞,玞,玞
15500,,,玟,玟,玟
15501,,,玠,玠,玠
15502,,,玡,玡,玡
15503,,,玢,玢,玢
15504,,,玤,玤,玤
15505,,,玥,玥,玥
15506,,,玧,玧,玧
15507,,,玨,玨,玨
15508,,,玪,玪,玪
15509,,,玭,玭,玭
15510,,,玱,瑲,瑲
15511,,,玳,玳,玳
15512,,,玵,玵,玵
15513,,,玶,玶,玶
15514,,,玸,玸,玸
15515,,,玹,玹,玹
15516,,,玼,玼,玼
15517,,,玽,玽,玽
15518,,,玾,玾,玾
15519,,,玿,玿,玿
15520,,,珃,珃,珃
15521,,,珄,珄,珄
15522,,,珅,珅,珅
15523,,,珆,珆,珆
15524,,,珇,珇,珇
15525,,,珈,珈,珈
15526,,,珉,珉,珉
15527,,,珋,珋,珋
15528,,,珌,珌,珌
15529,,,珎,珎,珎
15530,,,珏,珏,珏
15531,,,珐,琺,琺
15532,,,珒,珒,珒
15533,,,珓,珓,珓
15534,,,珕,珕,珕
15535,,,珖,珖,珖
15536,,,珙,珙,珙
15537,,,珛,珛,珛
15538,,,珝,珝,珝
15539,,,珡,珡,珡
15540,,,珢,珢,珢
15541,,,珣,珣,珣
15542,,,珥,珥,珥
15543,,,珦,珦,珦
15544,,,珨,珨,珨
15545,,,珩,珩,珩
15546,,,珫,珫,珫
15547,,,珬,珬,珬
15548,,,珰,璫,璫
15549,,,珵,珵,珵
15550,,,珷,珷,珷
15551,,,珸,珸,珸
15552,,,珹,珹,珹
15553,,,珺,珺,珺
15554,,,珽,珽,珽
15555,,,珿,珿,珿
15556,,,琀,琀,琀
15557,,,琂,琂,琂
15558,,,琄,琄,琄
15559,,,琈,琈,琈
15560,,,琉,琉,琉
15561,,,琊,琊,琊
15562,,,琋,琋,琋
15563,,,琍,琍,琍
15564,,,琎,璡,璡
15565,,,琔,琔,琔
15566,,,琕,琕,琕
15567,,,琗,琗,琗
15568,,,琙,琙,琙
15569,,,琞,琞,琞
15570,,,琟,琟,琟
15571,,,琠,琠,琠
15572,,,琡,琡,琡
15573,,,琤,琤,琤
15574,,,琩,琩,琩
15575,,,琫,琫,琫
15576,,,琭,琭,琭
15577,,,琯,琯,琯
15578,,,琰,琰,琰
15579,,,琲,琲,琲
15580,,,琹,琹,琹
15581,,,琻,琻,琻
15582,,,琽,琽,琽
15583,,,琾,琾,琾
15584,,,瑀,瑀,瑀
15585,,,瑂,瑂,瑂
15586,,,瑃,瑃,瑃
15587,,,瑅,瑅,瑅
15588,,,瑆,瑆,瑆
15589,,,瑇,瑇,瑇
15590,,,瑈,瑈,瑈
15591,,,瑉,瑉,瑉
15592,,,瑊,瑊,瑊
15593,,,瑌,瑌,瑌
15594,,,瑎,瑎,瑎
15595,,,瑑,瑑,瑑
15596,,,瑓,瑓,瑓
15597,,,瑔,瑔,瑔
15598,,,瑖,瑖,瑖
15599,,,瑗,瑗,瑗
15600,,,瑙,瑙,瑙
15601,,,瑝,瑝,瑝
15602,,,瑢,瑢,瑢
15603,,,瑦,瑦,瑦
15604,,,瑧,瑧,瑧
15605,,,瑨,瑨,瑨
15606,,,瑫,瑫,瑫
15607,,,瑬,瑬,瑬
15608,,,瑭,瑭,瑭
15609,,,瑮,瑮,瑮
15610,,,瑯,瑯,瑯
15611,,,瑱,瑱,瑱
15612,,,瑳,瑳,瑳
15613,,,瑴,瑴,瑴
15614,,,瑵,瑵,瑵
15615,,,瑶,瑶,瑶
15616,,,瑷,璦,璦
15617,,,瑸,璸,璸
15618,,,瑹,瑹,瑹
15619,,,瑼,瑼,瑼
15620,,,瑾,瑾,瑾
15621,,,璁,璁,璁
15622,,,璂,璂,璂
15623,,,璄,璄,璄
15624,,,璅,璅,璅
15625,,,璇,璿,璿
15626,,,璈,璈,璈
15627,,,璍,璍,璍
15628,,,璎,瓔,瓔
15629,,,璏,璏,璏
15630,,,璑,璑,璑
15631,,,璒,璒,璒
15632,,,璓,璓,璓
15633,,,璔,璔,璔
15634,,,璖,璖,璖
15635,,,璘,璘,璘
15636,,,璙,璙,璙
15637,,,璛,璛,璛
15638,,,璟,璟,璟
15639,,,璢,璢,璢
15640,,,璥,璥,璥
15641,,,璩,璩,璩
15642,,,璪,璪,璪
15643,,,璬,璬,璬
15644,,,璭,璭,璭
15645,,,璮,璮,璮
15646,,,璱,璱,璱
15647,,,璲,璲,璲
15648,,,璴,璴,璴
15649,,,璷,璷,璷
15650,,,璹,璹,璹
15651,,,璻,璻,璻
15652,,,瓀,瓀,瓀
15653,,,瓁,瓁,瓁
15654,,,瓃,瓃,瓃
15655,,,瓈,瓈,瓈
15656,,,瓉,瓉,瓉
15657,,,瓌,瓌,瓌
15658,,,瓎,瓎,瓎
15659,,,瓐,瓐,瓐
15660,,,瓒,瓚,瓚
15661,,,瓗,瓗,瓗
15662,,,瓘,瓘,瓘
15663,,,瓝,瓝,瓝
15664,,,瓞,瓞,瓞
15665,,,瓟,瓟,瓟
15666,,,瓡,瓡,瓡
15667,,,瓩,瓩,瓩
15668,,,瓪,瓪,瓪
15669,,,瓫,瓫,瓫
15670,,,瓬,瓬,瓬
15671,,,瓭,瓭,瓭
15672,,,瓳,瓳,瓳
15673,,,瓵,瓵,瓵
15674,,,瓹,瓹,瓹
15675,,,瓺,瓺,瓺
15676,,,瓻,瓻,瓻
15677,,,瓽,瓽,瓽
15678,,,瓿,瓿,瓿
15679,,,甀,甀,甀
15680,,,甁,甁,甁
15681,,,甂,甂,甂
15682,,,甃,甃,甃
15683,,,甈,甈,甈
15684,,,甉,甉,甉
15685,,,甊,甊,甊
15686,,,甋,甋,甋
15687,,,甍,甍,甍
15688,,,甏,甏,甏
15689,,,甐,甐,甐
15690,,,甒,甒,甒
15691,,,甓,甓,甓
15692,,,甔,甔,甔
15693,,,甗,甗,甗
15694,,,甙,甙,甙
15695,,,甛,甛,甛
15696,,,甝,甝,甝
15697,,,甡,甡,甡
15698,,,甤,甤,甤
15699,,,甩,甩,甩
15700,,,甪,甪,甪
15701,,,甭,甭,甭
15702,,,甮,甮,甮
15703,,,甴,甴,甴
15704,,,甶,甶,甶
15705,,,甹,甹,甹
15706,,,町,町,町
15707,,,画,畵,畵
15708,,,甽,甽,甽
15709,,,甾,甾,甾
15710,,,畁,畁,畁
15711,,,畂,畂,畂
15712,,,畆,畆,畆
15713,,,畇,畇,畇
15714,,,畊,畊,畊
15715,,,畋,畋,畋
15716,,,畍,畍,畍
15717,,,畎,畎,畎
15718,,,畐,畐,畐
15719,,,畑,畑,畑
15720,,,畓,畓,畓
15721,,,畕,畕,畕
15722,,,畖,畖,畖
15723,,,畗,畗,畗
15724,,,畟,畟,畟
15725,,,畠,畠,畠
15726,,,畣,畣,畣
15727,,,畤,畤,畤
15728,,,畧,畧,畧
15729,,,畯,畯,畯
15730,,,畱,畱,畱
15731,,,畲,畲,畲
15732,,,畷,畷,畷
15733,,,畻,畻,畻
15734,,,畽,畽,畽
15735,,,畾,畾,畾
15736,,,疀,疀,疀
15737,,,疁,疁,疁
15738,,,疄,疄,疄
15739,,,疈,疈,疈
15740,,,疉,疉,疉
15741,,,疌,疌,疌
15742,,,疍,疍,疍
15743,,,疎,疎,疎
15744,,,疐,疐,疐
15745,,,疒,疒,疒
15746,,,疓,疓,疓
15747,,,疔,疔,疔
15748,,,疘,疘,疘
15749,,,疛,疛,疛
15750,,,疜,疜,疜
15751,,,疠,癘,癘
15752,,,疢,疢,疢
15753,,,疤,疤,疤
15754,,,疦,疦,疦
15755,,,疧,疧,疧
15756,,,疨,疨,疨
15757,,,疪,疪,疪
15758,,,疬,癧,癧
15759,,,疭,瘲,瘲
15760,,,疯,瘋,瘋
15761,,,疱,疱,疱
15762,,,疱,皰,皰
15763,,,疳,疳,疳
15764,,,疶,疶,疶
15765,,,疺,疺,疺
15766,,,疻,疻,疻
15767,,,痁,痁,痁
15768,,,痆,痆,痆
15769,,,症,症,症
15770,,,痋,痋,痋
15771,,,痌,痌,痌
15772,,,痎,痎,痎
15773,,,痏,痏,痏
15774,,,痐,痐,痐
15775,,,痑,痑,痑
15776,,,痓,痓,痓
15777,,,痗,痗,痗
15778,,,痘,痘,痘
15779,,,痚,痚,痚
15780,,,痜,痜,痜
15781,,,痝,痝,痝
15782,,,痟,痟,痟
15783,,,痡,痡,痡
15784,,,痥,痥,痥
15785,,,痦,痦,痦
15786,,,痧,痧,痧
15787,,,痬,痬,痬
15788,,,痭,痭,痭
15789,,,痯,痯,痯
15790,,,痳,痳,痳
15791,,,痵,痵,痵
15792,,,痶,痶,痶
15793,,,痷,痷,痷
15794,,,痸,痸,痸
15795,,,痺,痺,痺
15796,,,痻,痻,痻
15797,,,瘃,瘃,瘃
15798,,,瘄,瘄,瘄
15799,,,瘆,瘮,瘮
15800,,,瘇,瘇,瘇
15801,,,瘈,瘈,瘈
15802,,,瘎,瘎,瘎
15803,,,瘏,瘏,瘏
15804,,,瘐,瘐,瘐
15805,,,瘑,瘑,瘑
15806,,,瘒,瘒,瘒
15807,,,瘗,瘞,瘞
15808,,,瘘,瘺,瘺
15809,,,瘙,瘙,瘙
15810,,,瘚,瘚,瘚
15811,,,瘜,瘜,瘜
15812,,,瘝,瘝,瘝
15813,,,瘟,瘟,瘟
15814,,,瘣,瘣,瘣
15815,,,瘩,瘩,瘩
15816,,,瘫,癱,癱
15817,,,瘭,瘭,瘭
15818,,,瘯,瘯,瘯
15819,,,瘷,瘷,瘷
15820,,,瘹,瘹,瘹
15821,,,瘽,瘽,瘽
15822,,,瘾,癮,癮
15823,,,瘿,癭,癭
15824,,,癁,癁,癁
15825,,,癄,癄,癄
15826,,,癅,癅,癅
15827,,,癈,癈,癈
15828,,,癊,癊,癊
15829,,,癌,癌,癌
15830,,,癍,癍,癍
15831,,,癎,癎,癎
15832,,,癏,癏,癏
15833,,,癑,癑,癑
15834,,,癓,癓,癓
15835,,,癕,癕,癕
15836,,,癙,癙,癙
15837,,,癛,癛,癛
15838,,,癜,癜,癜
15839,,,癝,癝,癝
15840,,,癠,癠,癠
15841,,,癦,癦,癦
15842,,,癨,癨,癨
15843,,,癪,癪,癪
15844,,,癵,癵,癵
15845,,,癶,癶,癶
15846,,,癹,癹,癹
15847,,,癿,癿,癿
15848,,,皀,皀,皀
15849,,,皂,皂,皂
15850,,,皅,皅,皅
15851,,,皈,皈,皈
15852,,,皉,皉,皉
15853,,,皊,皊,皊
15854,,,皌,皌,皌
15855,,,皍,皍,皍
15856,,,皏,皏,皏
15857,,,皒,皒,皒
15858,,,皓,皓,皓
15859,,,皔,皔,皔
15860,,,皕,皕,皕
15861,,,皛,皛,皛
15862,,,皜,皜,皜
15863,,,皝,皝,皝
15864,,,皞,皞,皞
15865,,,皠,皠,皠
15866,,,皢,皢,皢
15867,,,皣,皣,皣
15868,,,皤,皤,皤
15869,,,皥,皥,皥
15870,,,皦,皦,皦
15871,,,皧,皧,皧
15872,,,皨,皨,皨
15873,,,皩,皩,皩
15874,,,皪,皪,皪
15875,,,皫,皫,皫
15876,,,皭,皭,皭
15877,,,皯,皯,皯
15878,,,皳,皳,皳
15879,,,皵,皵,皵
15880,,,皶,皶,皶
15881,,,皷,皷,皷
15882,,,皻,皻,皻
15883,,,皽,皽,皽
15884,,,皾,皾,皾
15885,,,盄,盄,盄
15886,,,盇,盇,盇
15887,,,盓,盓,盓
15888,,,盖,盖,盖
15889,,,盝,盝,盝
15890,,,盠,盠,盠
15891,,,盢,盢,盢
15892,,,盩,盩,盩
15893,,,盫,盫,盫
15894,,,盭,盭,盭
15895,,,盰,盰,盰
15896,,,盱,盱,盱
15897,,,盵,盵,盵
15898,,,盷,盷,盷
15899,,,盺,盺,盺
15900,,,盻,盻,盻
15901,,,盿,盿,盿
15902,,,眀,眀,眀
15903,,,眂,眂,眂
15904,,,眅,眅,眅
15905,,,眏,眏,眏
15906,,,眐,眐,眐
15907,,,眑,眑,眑
15908,,,眒,眒,眒
15909,,,眓,眓,眓
15910,,,眔,眔,眔
15911,,,眕,眕,眕
15912,,,眗,眗,眗
15913,,,眘,眘,眘
15914,,,眙,眙,眙
15915,,,眚,眚,眚
15916,,,眜,眜,眜
15917,,,真,眞,眞
15918,,,眢,眢,眢
15919,,,眣,眣,眣
15920,,,眤,眤,眤
15921,,,眦,眦,眦
15922,,,眧,眧,眧
15923,,,眫,眫,眫
15924,,,眬,矓,矓
15925,,,眭,眭,眭
15926,,,眮,眮,眮
15927,,,眱,眱,眱
15928,,,眲,眲,眲
15929,,,眳,眳,眳
15930,,,眹,眹,眹
15931,,,眽,眽,眽
15932,,,着,着,着
15933,,,睃,睃,睃
15934,,,睄,睄,睄
15935,,,睅,睅,睅
15936,,,睆,睆,睆
15937,,,睇,睇,睇
15938,,,睈,睈,睈
15939,,,睉,睉,睉
15940,,,睊,睊,睊
15941,,,睋,睋,睋
15942,,,睌,睌,睌
15943,,,睎,睎,睎
15944,,,睑,瞼,瞼
15945,,,睒,睒,睒
15946,,,睔,睔,睔
15947,,,睕,睕,睕
15948,,,睗,睗,睗
15949,,,睘,睘,睘
15950,,,睙,睙,睙
15951,,,睚,睚,睚
15952,,,睟,睟,睟
15953,,,睤,睤,睤
15954,,,睥,睥,睥
15955,,,睩,睩,睩
15956,,,睬,睬,睬
15957,,,睭,睭,睭
15958,,,睰,睰,睰
15959,,,睱,睱,睱
15960,,,睲,睲,睲
15961,,,睳,睳,睳
15962,,,睴,睴,睴
15963,,,睵,睵,睵
15964,,,睶,睶,睶
15965,,,睸,睸,睸
15966,,,睺,睺,睺
15967,,,睻,睻,睻
15968,,,睼,睼,睼
15969,,,睽,睽,睽
15970,,,睾,睾,睾
15971,,,瞁,瞁,瞁
15972,,,瞂,瞂,瞂
15973,,,瞄,瞄,瞄
15974,,,瞅,瞅,瞅
15975,,,瞆,瞶,瞶
15976,,,瞇,瞇,瞇
15977,,,瞈,瞈,瞈
15978,,,瞉,瞉,瞉
15979,,,瞊,瞊,瞊
15980,,,瞌,瞌,瞌
15981,,,瞍,瞍,瞍
15982,,,瞏,瞏,瞏
15983,,,瞐,瞐,瞐
15984,,,瞒,瞒,瞒
15985,,,瞓,瞓,瞓
15986,,,瞕,瞕,瞕
15987,,,瞗,瞗,瞗
15988,,,瞙,瞙,瞙
15989,,,瞛,瞛,瞛
15990,,,瞝,瞝,瞝
15991,,,瞡,瞡,瞡
15992,,,瞢,瞢,瞢
15993,,,瞦,瞦,瞦
15994,,,瞧,瞧,瞧
15995,,,瞨,瞨,瞨
15996,,,瞩,瞩,瞩
15997,,,瞫,瞫,瞫
15998,,,瞮,瞮,瞮
15999,,,瞯,瞯,瞯
16000,,,瞱,瞱,瞱
16001,,,瞲,瞲,瞲
16002,,,瞴,瞴,瞴
16003,,,瞵,瞵,瞵
16004,,,瞹,瞹,瞹
16005,,,瞺,瞺,瞺
16006,,,瞾,瞾,瞾
16007,,,矀,矀,矀
16008,,,矁,矁,矁
16009,,,矅,矅,矅
16010,,,矆,矆,矆
16011,,,矊,矊,矊
16012,,,矋,矋,矋
16013,,,矌,矌,矌
16014,,,矎,矎,矎
16015,,,矏,矏,矏
16016,,,矐,矐,矐
16017,,,矔,矔,矔
16018,,,矕,矕,矕
16019,,,矖,矖,矖
16020,,,矘,矘,矘
16021,,,矙,矙,矙
16022,,,矝,矝,矝
16023,,,矞,矞,矞
16024,,,矠,矠,矠
16025,,,矤,矤,矤
16026,,,矧,矧,矧
16027,,,矨,矨,矨
16028,,,矪,矪,矪
16029,,,矰,矰,矰
16030,,,矱,矱,矱
16031,,,矲,矲,矲
16032,,,矹,矹,矹
16033,,,矺,矺,矺
16034,,,矻,矻,矻
16035,,,矽,矽,矽
16036,,,砀,碭,碭
16037,,,砃,砃,砃
16038,,,砄,砄,砄
16039,,,砅,砅,砅
16040,,,砆,砆,砆
16041,,,砈,砈,砈
16042,,,砉,砉,砉
16043,,,砊,砊,砊
16044,,,砍,砍,砍
16045,,,砎,砎,砎
16046,,,砏,砏,砏
16047,,,砐,砐,砐
16048,,,砒,砒,砒
16049,,,砖,磚,磚
16050,,,砗,硨,硨
16051,,,砘,砘,砘
16052,,,砜,碸,碸
16053,,,砠,砠,砠
16054,,,砡,砡,砡
16055,,,砢,砢,砢
16056,,,砣,砣,砣
16057,,,砦,砦,砦
16058,,,砩,砩,砩
16059,,,砫,砫,砫
16060,,,砬,砬,砬
16061,,,砮,砮,砮
16062,,,砯,砯,砯
16063,,,砰,砰,砰
16064,,,砱,砱,砱
16065,,,砲,砲,砲
16066,,,砳,砳,砳
16067,,,砵,砵,砵
16068,,,砷,砷,砷
16069,,,砸,砸,砸
16070,,,砹,砹,砹
16071,,,砼,砼,砼
16072,,,硁,硜,硜
16073,,,硄,硄,硄
16074,,,硇,硇,硇
16075,,,硈,硈,硈
16076,,,硉,硉,硉
16077,,,硊,硊,硊
16078,,,硍,硍,硍
16079,,,硏,硏,硏
16080,,,硐,硐,硐
16081,,,硒,硒,硒
16082,,,硓,硓,硓
16083,,,硔,硔,硔
16084,,,硖,硤,硤
16085,,,硗,磽,磽
16086,,,硘,硘,硘
16087,,,硙,磑,磑
16088,,,硚,礄,礄
16089,,,硞,硞,硞
16090,,,硠,硠,硠
16091,,,硡,硡,硡
16092,,,硣,硣,硣
16093,,,硦,硦,硦
16094,,,硪,硪,硪
16095,,,确,确,确
16096,,,硰,硰,硰
16097,,,硱,硱,硱
16098,,,硲,硲,硲
16099,,,硵,磠,磠
16100,,,硷,礆,礆
16101,,,硸,硸,硸
16102,,,硹,硹,硹
16103,,,硺,硺,硺
16104,,,硻,硻,硻
16105,,,硼,硼,硼
16106,,,硽,硽,硽
16107,,,硾,硾,硾
16108,,,硿,硿,硿
16109,,,碃,碃,碃
16110,,,碆,碆,碆
16111,,,碇,碇,碇
16112,,,碈,碈,碈
16113,,,碉,碉,碉
16114,,,碊,碊,碊
16115,,,碏,碏,碏
16116,,,碔,碔,碔
16117,,,碗,碗,碗
16118,,,碘,碘,碘
16119,,,碚,碚,碚
16120,,,碛,磧,磧
16121,,,碝,碝,碝
16122,,,碟,碟,碟
16123,,,碢,碢,碢
16124,,,碥,碥,碥
16125,,,碦,碦,碦
16126,,,碨,碨,碨
16127,,,碫,碫,碫
16128,,,碬,碬,碬
16129,,,碰,碰,碰
16130,,,碱,碱,碱
16131,,,碲,碲,碲
16132,,,碳,碳,碳
16133,,,碴,碴,碴
16134,,,碶,碶,碶
16135,,,碹,碹,碹
16136,,,磁,磁,磁
16137,,,磂,磂,磂
16138,,,磃,磃,磃
16139,,,磄,磄,磄
16140,,,磆,磆,磆
16141,,,磈,磈,磈
16142,,,磌,磌,磌
16143,,,磍,磍,磍
16144,,,磏,磏,磏
16145,,,磒,磒,磒
16146,,,磓,磓,磓
16147,,,磖,磖,磖
16148,,,磙,磙,磙
16149,,,磜,磜,磜
16150,,,磝,磝,磝
16151,,,磞,磞,磞
16152,,,磟,磟,磟
16153,,,磤,磤,磤
16154,,,磩,磩,磩
16155,,,磪,磪,磪
16156,,,磫,磫,磫
16157,,,磭,磭,磭
16158,,,磰,磰,磰
16159,,,磳,磳,磳
16160,,,磴,磴,磴
16161,,,磶,磶,磶
16162,,,磸,磸,磸
16163,,,磹,磹,磹
16164,,,磺,磺,磺
16165,,,磼,磼,磼
16166,,,磿,磿,磿
16167,,,礁,礁,礁
16168,,,礃,礃,礃
16169,,,礅,礅,礅
16170,,,礇,礇,礇
16171,,,礈,礈,礈
16172,,,礉,礉,礉
16173,,,礊,礊,礊
16174,,,礌,礌,礌
16175,,,礍,礍,礍
16176,,,礏,礏,礏
16177,,,礑,礑,礑
16178,,,礕,礕,礕
16179,,,礘,礘,礘
16180,,,礚,礚,礚
16181,,,礛,礛,礛
16182,,,礜,礜,礜
16183,,,礞,礞,礞
16184,,,礡,礡,礡
16185,,,礣,礣,礣
16186,,,礥,礥,礥
16187,,,礧,礧,礧
16188,,,礨,礨,礨
16189,,,礩,礩,礩
16190,,,礳,礳,礳
16191,,,礴,礴,礴
16192,,,礵,礵,礵
16193,,,礸,礸,礸
16194,,,礻,礻,礻
16195,,,礽,礽,礽
16196,,,礿,礿,礿
16197,,,祂,祂,祂
16198,,,祃,禡,禡
16199,,,祅,祅,祅
16200,,,祆,祆,祆
16201,,,祊,祊,祊
16202,,,祋,祋,祋
16203,,,祎,禕,禕
16204,,,祏,祏,祏
16205,,,祓,祓,祓
16206,,,祔,祔,祔
16207,,,祗,祗,祗
16208,,,祘,祘,祘
16209,,,祙,祙,祙
16210,,,祛,祛,祛
16211,,,祜,祜,祜
16212,,,祡,祡,祡
16213,,,祢,祢,祢
16214,,,祢,禰,禰
16215,,,祣,祣,祣
16216,,,祤,祤,祤
16217,,,祦,祦,祦
16218,,,祧,祧,祧
16219,,,票,票,票
16220,,,祩,祩,祩
16221,,,祪,祪,祪
16222,,,祫,祫,祫
16223,,,祬,祬,祬
16224,,,祰,祰,祰
16225,,,祲,祲,祲
16226,,,祳,祳,祳
16227,,,祴,祴,祴
16228,,,祹,祹,祹
16229,,,祼,祼,祼
16230,,,祽,祽,祽
16231,,,祾,祾,祾
16232,,,禀,禀,禀
16233,,,禂,禂,禂
16234,,,禃,禃,禃
16235,,,禄,禄,禄
16236,,,禆,禆,禆
16237,,,禇,禇,禇
16238,,,禋,禋,禋
16239,,,禒,禒,禒
16240,,,禓,禓,禓
16241,,,禔,禔,禔
16242,,,禖,禖,禖
16243,,,禗,禗,禗
16244,,,禘,禘,禘
16245,,,禙,禙,禙
16246,,,禚,禚,禚
16247,,,禛,禛,禛
16248,,,禜,禜,禜
16249,,,禝,禝,禝
16250,,,禠,禠,禠
16251,,,禤,禤,禤
16252,,,禨,禨,禨
16253,,,禫,禫,禫
16254,,,禬,禬,禬
16255,,,禲,禲,禲
16256,,,禴,禴,禴
16257,,,禶,禶,禶
16258,,,禷,禷,禷
16259,,,禸,禸,禸
16260,,,离,离,离
16261,,,禼,禼,禼
16262,,,私,俬,俬
16263,,,秃,秃,秃
16264,,,秄,秄,秄
16265,,,秅,秅,秅
16266,,,秇,秇,秇
16267,,,种,种,种
16268,,,秎,秎,秎
16269,,,秐,秐,秐
16270,,,秖,秖,秖
16271,,,秗,秗,秗
16272,,,秘,秘,秘
16273,,,秙,秙,秙
16274,,,秚,秚,秚
16275,,,秛,秛,秛
16276,,,秜,秜,秜
16277,,,秝,秝,秝
16278,,,秞,秞,秞
16279,,,秠,秠,秠
16280,,,秢,秢,秢
16281,,,秥,秥,秥
16282,,,秨,秨,秨
16283,,,秪,秪,秪
16284,,,秬,秬,秬
16285,,,秭,秭,秭
16286,,,积,积,积
16287,,,秱,秱,秱
16288,,,秳,秳,秳
16289,,,秴,秴,秴
16290,,,秷,秷,秷
16291,,,秸,秸,秸
16292,,,秺,秺,秺
16293,,,秼,秼,秼
16294,,,秾,穠,穠
16295,,,秿,秿,秿
16296,,,稂,稂,稂
16297,,,稄,稄,稄
16298,,,稆,稆,稆
16299,,,稇,稇,稇
16300,,,稊,稊,稊
16301,,,稌,稌,稌
16302,,,稐,稐,稐
16303,,,稑,稑,稑
16304,,,稒,稒,稒
16305,,,稕,稕,稕
16306,,,稖,稖,稖
16307,,,稘,稘,稘
16308,,,稝,稝,稝
16309,,,稡,稡,稡
16310,,,稥,稥,稥
16311,,,稧,稧,稧
16312,,,稫,稫,稫
16313,,,稯,稯,稯
16314,,,稰,稰,稰
16315,,,稴,稴,稴
16316,,,稵,稵,稵
16317,,,稶,稶,稶
16318,,,稺,稺,稺
16319,,,稿,稿,稿
16320,,,穁,穁,穁
16321,,,穈,穈,穈
16322,,,穉,穉,穉
16323,,,穊,穊,穊
16324,,,穋,穋,穋
16325,,,穐,穐,穐
16326,,,穕,穕,穕
16327,,,穖,穖,穖
16328,,,穘,穘,穘
16329,,,穙,穙,穙
16330,,,穚,穚,穚
16331,,,穛,穛,穛
16332,,,穜,穜,穜
16333,,,穟,穟,穟
16334,,,穤,穤,穤
16335,,,穥,穥,穥
16336,,,穨,穨,穨
16337,,,穬,穬,穬
16338,,,穮,穮,穮
16339,,,穱,穱,穱
16340,,,穲,穲,穲
16341,,,穳,穳,穳
16342,,,穸,穸,穸
16343,,,穻,穻,穻
16344,,,穼,穼,穼
16345,,,窀,窀,窀
16346,,,窅,窅,窅
16347,,,窆,窆,窆
16348,,,窇,窇,窇
16349,,,窉,窉,窉
16350,,,窊,窊,窊
16351,,,窋,窋,窋
16352,,,窌,窌,窌
16353,,,窎,窵,窵
16354,,,窐,窐,窐
16355,,,窑,窑,窑
16356,,,窔,窔,窔
16357,,,窗,窗,窗
16358,,,窙,窙,窙
